Value,HRUCODE,HRUDESC,FRAC
8623,4001,Dev_Roof-All-All-1,0.442931211
8623,6410,Dev_Pervious-C-Low-All,0.557068789
8624,10411,Open_Space-C-Low-1,1
8625,11411,Forest-C-Low-1,1
8626,5001,Dev_Road-All-All-1,0.833115933
8626,6410,Dev_Pervious-C-Low-All,0.166884067
8627,9321,Pasture-B-High-1,1
8628,5001,Dev_Road-All-All-1,0.835800445
8628,6410,Dev_Pervious-C-Low-All,0.164199555
8629,5002,Dev_Road-All-All-2,0.695817346
8629,6410,Dev_Pervious-C-Low-All,0.304182654
8630,10311,Open_Space-B-Low-1,1
8631,9312,Pasture-B-Low-2,1
8632,9311,Pasture-B-Low-1,1
8633,9311,Pasture-B-Low-1,1
8634,11321,Forest-B-High-1,1
8635,5001,Dev_Road-All-All-1,0.24262784
8635,6410,Dev_Pervious-C-Low-All,0.757118148
8635,7400,Dev_Septics-C-All-All,0.000254012
8636,6410,Dev_Pervious-C-Low-All,0.999664614
8636,7400,Dev_Septics-C-All-All,0.000335386
8637,7400,Dev_Septics-C-All-All,0.000335386
8637,11411,Forest-C-Low-1,0.999664614
8638,11421,Forest-C-High-1,1
8639,10321,Open_Space-B-High-1,1
8640,11411,Forest-C-Low-1,1
8641,4001,Dev_Roof-All-All-1,0.80684884
8641,6410,Dev_Pervious-C-Low-All,0.19315116
8642,7400,Dev_Septics-C-All-All,0.000335386
8642,10421,Open_Space-C-High-1,0.999664614
8643,7400,Dev_Septics-C-All-All,0.000335386
8643,10421,Open_Space-C-High-1,0.999664614
8644,9411,Pasture-C-Low-1,1
8645,10411,Open_Space-C-Low-1,1
8646,4001,Dev_Roof-All-All-1,0.243951824
8646,4002,Dev_Roof-All-All-2,0.243951824
8646,4003,Dev_Roof-All-All-3,0.243951824
8646,6410,Dev_Pervious-C-Low-All,0.268144528
8647,7400,Dev_Septics-C-All-All,0.000335386
8647,10421,Open_Space-C-High-1,0.999664614
8648,11411,Forest-C-Low-1,1
8649,11411,Forest-C-Low-1,1
8650,4001,Dev_Roof-All-All-1,0.587587128
8650,6410,Dev_Pervious-C-Low-All,0.412412872
8651,3000,Dev_Residential-All-All-All,0.070682233
8651,6420,Dev_Pervious-C-High-All,0.927449198
8651,7400,Dev_Septics-C-All-All,0.001868569
8652,10411,Open_Space-C-Low-1,1
8653,9411,Pasture-C-Low-1,1
8654,11411,Forest-C-Low-1,1
8655,5003,Dev_Road-All-All-3,0.835939699
8655,6410,Dev_Pervious-C-Low-All,0.164060301
8656,3000,Dev_Residential-All-All-All,0.587587128
8656,6410,Dev_Pervious-C-Low-All,0.412412872
8657,10411,Open_Space-C-Low-1,1
8658,11411,Forest-C-Low-1,1
8659,5003,Dev_Road-All-All-3,0.83687012
8659,6410,Dev_Pervious-C-Low-All,0.16312988
8660,9321,Pasture-B-High-1,1
8661,11411,Forest-C-Low-1,1
8662,10411,Open_Space-C-Low-1,1
8663,3000,Dev_Residential-All-All-All,0.168885791
8663,6410,Dev_Pervious-C-Low-All,0.831114209
8664,5003,Dev_Road-All-All-3,0.29248651
8664,6410,Dev_Pervious-C-Low-All,0.70751349
8665,7300,Dev_Septics-B-All-All,0.000422863
8665,9321,Pasture-B-High-1,0.999577137
8666,5002,Dev_Road-All-All-2,0.83687012
8666,6410,Dev_Pervious-C-Low-All,0.16312988
8667,10411,Open_Space-C-Low-1,1
8668,3000,Dev_Residential-All-All-All,0.797843292
8668,6410,Dev_Pervious-C-Low-All,0.202156708
8669,10411,Open_Space-C-Low-1,1
8670,11411,Forest-C-Low-1,1
8671,4001,Dev_Roof-All-All-1,0.265947764
8671,4002,Dev_Roof-All-All-2,0.265947764
8671,4003,Dev_Roof-All-All-3,0.265947764
8671,6410,Dev_Pervious-C-Low-All,0.202156708
8672,9311,Pasture-B-Low-1,1
8673,4001,Dev_Roof-All-All-1,0.731855472
8673,6410,Dev_Pervious-C-Low-All,0.268144528
8674,4001,Dev_Roof-All-All-1,0.195862376
8674,4002,Dev_Roof-All-All-2,0.195862376
8674,4003,Dev_Roof-All-All-3,0.195862376
8674,6410,Dev_Pervious-C-Low-All,0.412412872
8675,10411,Open_Space-C-Low-1,1
8676,11411,Forest-C-Low-1,1
8677,14000,Water-All-All-All,1
8678,3000,Dev_Residential-All-All-All,0.529588167
8678,6410,Dev_Pervious-C-Low-All,0.470411833
8679,3000,Dev_Residential-All-All-All,1
8680,3000,Dev_Residential-All-All-All,0.390385495
8680,6410,Dev_Pervious-C-Low-All,0.609614505
8681,14000,Water-All-All-All,1
8682,4001,Dev_Roof-All-All-1,0.131152782
8682,6410,Dev_Pervious-C-Low-All,0.868847218
8683,7300,Dev_Septics-B-All-All,0.000422863
8683,9321,Pasture-B-High-1,0.999577137
8684,11411,Forest-C-Low-1,1
8685,5001,Dev_Road-All-All-1,0.83687012
8685,6410,Dev_Pervious-C-Low-All,0.16312988
8686,4001,Dev_Roof-All-All-1,0.176529389
8686,4002,Dev_Roof-All-All-2,0.176529389
8686,4003,Dev_Roof-All-All-3,0.176529389
8686,6410,Dev_Pervious-C-Low-All,0.470411833
8687,4001,Dev_Roof-All-All-1,0.529588167
8687,6410,Dev_Pervious-C-Low-All,0.470411833
8688,14000,Water-All-All-All,1
8689,10411,Open_Space-C-Low-1,1
8690,10421,Open_Space-C-High-1,1
8691,14000,Water-All-All-All,1
8692,10311,Open_Space-B-Low-1,1
8693,11411,Forest-C-Low-1,1
8694,4001,Dev_Roof-All-All-1,0.243849703
8694,6410,Dev_Pervious-C-Low-All,0.756150297
8695,10411,Open_Space-C-Low-1,1
8696,3000,Dev_Residential-All-All-All,0.243849703
8696,6410,Dev_Pervious-C-Low-All,0.756150297
8697,4001,Dev_Roof-All-All-1,0.797843292
8697,6410,Dev_Pervious-C-Low-All,0.202156708
8698,5001,Dev_Road-All-All-1,0.29248651
8698,6410,Dev_Pervious-C-Low-All,0.70751349
8699,14000,Water-All-All-All,1
8700,10311,Open_Space-B-Low-1,1
8701,4001,Dev_Roof-All-All-1,0.587587128
8701,6410,Dev_Pervious-C-Low-All,0.412412872
8702,10411,Open_Space-C-Low-1,1
8703,11411,Forest-C-Low-1,1
8704,10411,Open_Space-C-Low-1,1
8705,7400,Dev_Septics-C-All-All,0.000335386
8705,9421,Pasture-C-High-1,0.999664614
8706,5003,Dev_Road-All-All-3,0.920517259
8706,6410,Dev_Pervious-C-Low-All,0.079482741
8707,4002,Dev_Roof-All-All-2,0.041790022
8707,4003,Dev_Roof-All-All-3,0.794010423
8707,6410,Dev_Pervious-C-Low-All,0.164199555
8708,10321,Open_Space-B-High-1,1
8709,10321,Open_Space-B-High-1,1
8710,11321,Forest-B-High-1,1
8711,11411,Forest-C-Low-1,1
8712,11411,Forest-C-Low-1,1
8713,5003,Dev_Road-All-All-3,0.695817346
8713,6410,Dev_Pervious-C-Low-All,0.304182654
8714,4001,Dev_Roof-All-All-1,0.170591015
8714,4002,Dev_Roof-All-All-2,0.170591015
8714,4003,Dev_Roof-All-All-3,0.170591015
8714,6410,Dev_Pervious-C-Low-All,0.488226956
8715,5001,Dev_Road-All-All-1,0.620776039
8715,6320,Dev_Pervious-B-High-All,0.379223961
8716,14000,Water-All-All-All,1
8717,11411,Forest-C-Low-1,1
8718,4001,Dev_Roof-All-All-1,0.511773044
8718,6410,Dev_Pervious-C-Low-All,0.488226956
8719,4001,Dev_Roof-All-All-1,0.529588167
8719,6410,Dev_Pervious-C-Low-All,0.470411833
8720,9312,Pasture-B-Low-2,1
8721,11321,Forest-B-High-1,1
8722,10321,Open_Space-B-High-1,1
8723,10411,Open_Space-C-Low-1,1
8724,11321,Forest-B-High-1,1
8725,10411,Open_Space-C-Low-1,1
8726,12421,Road_Rural-C-High-1,1
8727,7400,Dev_Septics-C-All-All,0.000118745
8727,11421,Forest-C-High-1,0.999881255
8728,7400,Dev_Septics-C-All-All,0.000335386
8728,9421,Pasture-C-High-1,0.999664614
8729,5001,Dev_Road-All-All-1,0.640971748
8729,6320,Dev_Pervious-B-High-All,0.359028252
8730,4001,Dev_Roof-All-All-1,0.774832682
8730,6410,Dev_Pervious-C-Low-All,0.225167318
8731,7400,Dev_Septics-C-All-All,0.000335386
8731,9411,Pasture-C-Low-1,0.999664614
8732,1000,Dev_Commercial-All-All-All,0.774832682
8732,6410,Dev_Pervious-C-Low-All,0.225167318
8733,3000,Dev_Residential-All-All-All,0.511773044
8733,6410,Dev_Pervious-C-Low-All,0.488226956
8734,11311,Forest-B-Low-1,1
8735,7400,Dev_Septics-C-All-All,0.000335386
8735,9411,Pasture-C-Low-1,0.999664614
8736,8322,Horticulture-B-High-2,0.027041389
8736,9321,Pasture-B-High-1,0.927889629
8736,11322,Forest-B-High-2,0.045068982
8737,10411,Open_Space-C-Low-1,1
8738,4002,Dev_Roof-All-All-2,0.036072095
8738,4003,Dev_Roof-All-All-3,0.68536981
8738,6410,Dev_Pervious-C-Low-All,0.278525017
8738,7400,Dev_Septics-C-All-All,3.30774E-05
8739,11411,Forest-C-Low-1,1
8740,12421,Road_Rural-C-High-1,1
8741,3000,Dev_Residential-All-All-All,0.496645357
8741,6410,Dev_Pervious-C-Low-All,0.503354643
8742,11411,Forest-C-Low-1,1
8743,8322,Horticulture-B-High-2,0.027041389
8743,9321,Pasture-B-High-1,0.927889629
8743,11322,Forest-B-High-2,0.045068982
8744,5001,Dev_Road-All-All-1,0.772345432
8744,6410,Dev_Pervious-C-Low-All,0.227654568
8745,7400,Dev_Septics-C-All-All,0.000335386
8745,11421,Forest-C-High-1,0.999664614
8746,7400,Dev_Septics-C-All-All,0.000335386
8746,10421,Open_Space-C-High-1,0.999664614
8747,8323,Horticulture-B-High-3,0.2998606
8747,10321,Open_Space-B-High-1,0.100418201
8747,11322,Forest-B-High-2,0.599721199
8748,8323,Horticulture-B-High-3,0.2998606
8748,11321,Forest-B-High-1,0.100418201
8748,11322,Forest-B-High-2,0.599721199
8749,10411,Open_Space-C-Low-1,1
8750,11311,Forest-B-Low-1,1
8751,4001,Dev_Roof-All-All-1,0.165548452
8751,4002,Dev_Roof-All-All-2,0.165548452
8751,4003,Dev_Roof-All-All-3,0.165548452
8751,6410,Dev_Pervious-C-Low-All,0.503354643
8752,5003,Dev_Road-All-All-3,0.911437554
8752,6410,Dev_Pervious-C-Low-All,0.088562446
8753,2000,Dev_Industrial-All-All-All,0.57681085
8753,6310,Dev_Pervious-B-Low-All,0.42318915
8754,5002,Dev_Road-All-All-2,0.772345432
8754,6310,Dev_Pervious-B-Low-All,0.227654568
8755,10421,Open_Space-C-High-1,1
8756,4001,Dev_Roof-All-All-1,0.140781736
8756,6420,Dev_Pervious-C-High-All,0.859116236
8756,7400,Dev_Septics-C-All-All,0.000102028
8757,10311,Open_Space-B-Low-1,1
8758,4001,Dev_Roof-All-All-1,0.081283234
8758,4002,Dev_Roof-All-All-2,0.081283234
8758,4003,Dev_Roof-All-All-3,0.081283234
8758,6410,Dev_Pervious-C-Low-All,0.756150297
8759,9311,Pasture-B-Low-1,1
8760,11411,Forest-C-Low-1,1
8761,10411,Open_Space-C-Low-1,1
8762,4001,Dev_Roof-All-All-1,0.131152782
8762,6410,Dev_Pervious-C-Low-All,0.868847218
8763,10421,Open_Space-C-High-1,1
8764,6420,Dev_Pervious-C-High-All,0.999340766
8764,7400,Dev_Septics-C-All-All,0.000659234
8765,11411,Forest-C-Low-1,1
8766,9421,Pasture-C-High-1,1
8767,4001,Dev_Roof-All-All-1,0.496645357
8767,6410,Dev_Pervious-C-Low-All,0.503354643
8768,7400,Dev_Septics-C-All-All,0.002010689
8768,9411,Pasture-C-Low-1,0.594301336
8768,11412,Forest-C-Low-2,0.403687975
8769,5002,Dev_Road-All-All-2,0.29248651
8769,6410,Dev_Pervious-C-Low-All,0.70751349
8770,10411,Open_Space-C-Low-1,1
8771,3000,Dev_Residential-All-All-All,0.44476283
8771,6410,Dev_Pervious-C-Low-All,0.55523717
8772,3000,Dev_Residential-All-All-All,0.181130889
8772,6410,Dev_Pervious-C-Low-All,0.818869111
8773,10411,Open_Space-C-Low-1,1
8774,3000,Dev_Residential-All-All-All,0.80684884
8774,6410,Dev_Pervious-C-Low-All,0.19315116
8775,3000,Dev_Residential-All-All-All,1
8776,11411,Forest-C-Low-1,1
8777,10411,Open_Space-C-Low-1,1
8778,7400,Dev_Septics-C-All-All,0.002010689
8778,9411,Pasture-C-Low-1,0.594301336
8778,11412,Forest-C-Low-2,0.403687975
8779,4001,Dev_Roof-All-All-1,0.44476283
8779,6410,Dev_Pervious-C-Low-All,0.55523717
8780,14000,Water-All-All-All,1
8781,3000,Dev_Residential-All-All-All,0.165700475
8781,6410,Dev_Pervious-C-Low-All,0.834299525
8782,11411,Forest-C-Low-1,1
8783,7400,Dev_Septics-C-All-All,0.000422863
8783,9421,Pasture-C-High-1,0.999577137
8784,9321,Pasture-B-High-1,1
8785,4001,Dev_Roof-All-All-1,0.835800445
8785,6410,Dev_Pervious-C-Low-All,0.164199555
8786,14000,Water-All-All-All,1
8787,4001,Dev_Roof-All-All-1,0.148254277
8787,4002,Dev_Roof-All-All-2,0.148254277
8787,4003,Dev_Roof-All-All-3,0.148254277
8787,6410,Dev_Pervious-C-Low-All,0.55523717
8788,10411,Open_Space-C-Low-1,1
8789,9311,Pasture-B-Low-1,1
8790,10421,Open_Space-C-High-1,0.364928167
8790,11421,Forest-C-High-1,0.324882889
8790,11422,Forest-C-High-2,0.310188944
8791,9311,Pasture-B-Low-1,1
8792,10411,Open_Space-C-Low-1,1
8793,11411,Forest-C-Low-1,1
8794,11411,Forest-C-Low-1,1
8795,10421,Open_Space-C-High-1,1
8796,3000,Dev_Residential-All-All-All,0.03323358
8796,6420,Dev_Pervious-C-High-All,0.96676642
8797,11411,Forest-C-Low-1,1
8798,14000,Water-All-All-All,1
8799,11411,Forest-C-Low-1,1
8800,9321,Pasture-B-High-1,1
8801,4001,Dev_Roof-All-All-1,0.03323358
8801,6420,Dev_Pervious-C-High-All,0.96676642
8802,10421,Open_Space-C-High-1,0.689811056
8802,11422,Forest-C-High-2,0.310188944
8803,10411,Open_Space-C-Low-1,1
8804,4001,Dev_Roof-All-All-1,0.128187056
8804,4002,Dev_Roof-All-All-2,0.256374112
8804,4003,Dev_Roof-All-All-3,0.448654695
8804,6310,Dev_Pervious-B-Low-All,0.166784137
8805,11321,Forest-B-High-1,1
8806,10321,Open_Space-B-High-1,1
8807,10411,Open_Space-C-Low-1,1
8808,7400,Dev_Septics-C-All-All,0.013573826
8808,11411,Forest-C-Low-1,0.986426174
8809,7400,Dev_Septics-C-All-All,0.000422863
8809,9421,Pasture-C-High-1,0.999577137
8810,11421,Forest-C-High-1,1
8811,10421,Open_Space-C-High-1,1
8812,7400,Dev_Septics-C-All-All,0.013573826
8812,10421,Open_Space-C-High-1,0.986426174
8813,7400,Dev_Septics-C-All-All,0.013573826
8813,10421,Open_Space-C-High-1,0.986426174
8814,11321,Forest-B-High-1,1
8815,10311,Open_Space-B-Low-1,1
8816,7400,Dev_Septics-C-All-All,0.013573826
8816,10421,Open_Space-C-High-1,0.986426174
8817,7400,Dev_Septics-C-All-All,0.013573826
8817,11421,Forest-C-High-1,0.986426174
8818,11411,Forest-C-Low-1,1
8819,5001,Dev_Road-All-All-1,0.796141589
8819,6310,Dev_Pervious-B-Low-All,0.203858411
8820,10411,Open_Space-C-Low-1,1
8821,7400,Dev_Septics-C-All-All,0.013573826
8821,11421,Forest-C-High-1,0.986426174
8822,9311,Pasture-B-Low-1,1
8823,5001,Dev_Road-All-All-1,0.618889886
8823,6320,Dev_Pervious-B-High-All,0.381110114
8824,11421,Forest-C-High-1,1
8825,11421,Forest-C-High-1,1
8826,9311,Pasture-B-Low-1,1
8827,9321,Pasture-B-High-1,1
8828,11321,Forest-B-High-1,1
8829,9321,Pasture-B-High-1,1
8830,3000,Dev_Residential-All-All-All,0.547752165
8830,6410,Dev_Pervious-C-Low-All,0.452247835
8831,10411,Open_Space-C-Low-1,1
8832,11411,Forest-C-Low-1,1
8833,5002,Dev_Road-All-All-2,0.831071464
8833,6410,Dev_Pervious-C-Low-All,0.168928536
8834,5003,Dev_Road-All-All-3,0.831071464
8834,6410,Dev_Pervious-C-Low-All,0.168928536
8835,9321,Pasture-B-High-1,1
8836,9321,Pasture-B-High-1,1
8837,10411,Open_Space-C-Low-1,1
8838,5003,Dev_Road-All-All-3,0.434324785
8838,6420,Dev_Pervious-C-High-All,0.557996838
8838,7400,Dev_Septics-C-All-All,0.007678377
8839,10321,Open_Space-B-High-1,1
8840,10321,Open_Space-B-High-1,1
8841,9421,Pasture-C-High-1,1
8842,10321,Open_Space-B-High-1,1
8843,4001,Dev_Roof-All-All-1,0.182584055
8843,4002,Dev_Roof-All-All-2,0.182584055
8843,4003,Dev_Roof-All-All-3,0.182584055
8843,6410,Dev_Pervious-C-Low-All,0.452247835
8844,4001,Dev_Roof-All-All-1,0.497388053
8844,6410,Dev_Pervious-C-Low-All,0.502611947
8845,11421,Forest-C-High-1,1
8846,5002,Dev_Road-All-All-2,0.471234027
8846,6310,Dev_Pervious-B-Low-All,0.528765973
8847,7400,Dev_Septics-C-All-All,0.013573826
8847,9411,Pasture-C-Low-1,0.672382509
8847,11412,Forest-C-Low-2,0.314043664
8848,3000,Dev_Residential-All-All-All,0.023154075
8848,6420,Dev_Pervious-C-High-All,0.963586388
8848,7400,Dev_Septics-C-All-All,0.013259537
8849,10321,Open_Space-B-High-1,1
8850,7400,Dev_Septics-C-All-All,0.013573826
8850,10421,Open_Space-C-High-1,0.986426174
8851,1000,Dev_Commercial-All-All-All,1
8852,4002,Dev_Roof-All-All-2,0.028840542
8852,4003,Dev_Roof-All-All-3,0.547970307
8852,6310,Dev_Pervious-B-Low-All,0.42318915
8853,10421,Open_Space-C-High-1,1
8854,1000,Dev_Commercial-All-All-All,0.511773044
8854,6410,Dev_Pervious-C-Low-All,0.488226956
8855,4001,Dev_Roof-All-All-1,0.547752165
8855,6410,Dev_Pervious-C-Low-All,0.452247835
8856,6410,Dev_Pervious-C-Low-All,1
8857,10411,Open_Space-C-Low-1,1
8858,7400,Dev_Septics-C-All-All,0.013573826
8858,9421,Pasture-C-High-1,0.672382509
8858,11422,Forest-C-High-2,0.314043664
8859,3000,Dev_Residential-All-All-All,0.497388053
8859,6410,Dev_Pervious-C-Low-All,0.502611947
8860,3000,Dev_Residential-All-All-All,0.172084498
8860,6410,Dev_Pervious-C-Low-All,0.827915502
8861,4001,Dev_Roof-All-All-1,0.185435178
8861,6420,Dev_Pervious-C-High-All,0.814564822
8862,7400,Dev_Septics-C-All-All,0.002010689
8862,12411,Road_Rural-C-Low-1,0.997989311
8863,4001,Dev_Roof-All-All-1,0.774832682
8863,6410,Dev_Pervious-C-Low-All,0.225167318
8864,11411,Forest-C-Low-1,1
8865,10311,Open_Space-B-Low-1,1
8866,11411,Forest-C-Low-1,1
8867,9421,Pasture-C-High-1,0.81632653
8867,10421,Open_Space-C-High-1,0.040816327
8867,11422,Forest-C-High-2,0.142857143
8868,5001,Dev_Road-All-All-1,0.695817346
8868,6410,Dev_Pervious-C-Low-All,0.304182654
8869,7400,Dev_Septics-C-All-All,0.013573826
8869,9421,Pasture-C-High-1,0.986426174
8870,9421,Pasture-C-High-1,0.81632653
8870,10421,Open_Space-C-High-1,0.040816327
8870,11422,Forest-C-High-2,0.142857143
8871,10411,Open_Space-C-Low-1,1
8872,3000,Dev_Residential-All-All-All,0.185435178
8872,6410,Dev_Pervious-C-Low-All,0.814564822
8873,5001,Dev_Road-All-All-1,0.338355174
8873,6410,Dev_Pervious-C-Low-All,0.661644826
8874,3000,Dev_Residential-All-All-All,0.133413653
8874,6410,Dev_Pervious-C-Low-All,0.866586347
8875,10311,Open_Space-B-Low-1,1
8876,11311,Forest-B-Low-1,1
8877,7400,Dev_Septics-C-All-All,0.000422863
8877,8422,Horticulture-C-High-2,0.026615623
8877,9421,Pasture-C-High-1,0.928602142
8877,11422,Forest-C-High-2,0.044359372
8878,7400,Dev_Septics-C-All-All,0.000422863
8878,9421,Pasture-C-High-1,0.999577137
8879,7400,Dev_Septics-C-All-All,0.000422863
8879,9421,Pasture-C-High-1,0.999577137
8880,8423,Horticulture-C-High-3,0.2998606
8880,11421,Forest-C-High-1,0.100418201
8880,11422,Forest-C-High-2,0.599721199
8881,7400,Dev_Septics-C-All-All,0.000422863
8881,8422,Horticulture-C-High-2,0.026615623
8881,9421,Pasture-C-High-1,0.928602142
8881,11422,Forest-C-High-2,0.044359372
8882,6410,Dev_Pervious-C-Low-All,1
8883,8423,Horticulture-C-High-3,0.2998606
8883,10421,Open_Space-C-High-1,0.100418201
8883,11422,Forest-C-High-2,0.599721199
8884,5001,Dev_Road-All-All-1,0.836321215
8884,6410,Dev_Pervious-C-Low-All,0.163678785
8885,11411,Forest-C-Low-1,1
8886,5004,Dev_Road-All-All-4,0.471234027
8886,6310,Dev_Pervious-B-Low-All,0.528765973
8887,7400,Dev_Septics-C-All-All,0.013573826
8887,10421,Open_Space-C-High-1,0.986426174
8888,10411,Open_Space-C-Low-1,1
8889,5003,Dev_Road-All-All-3,0.471234027
8889,6310,Dev_Pervious-B-Low-All,0.528765973
8890,10311,Open_Space-B-Low-1,1
8891,11311,Forest-B-Low-1,1
8892,10411,Open_Space-C-Low-1,1
8893,11311,Forest-B-Low-1,1
8894,11411,Forest-C-Low-1,1
8895,11421,Forest-C-High-1,1
8896,7400,Dev_Septics-C-All-All,0.000335386
8896,11411,Forest-C-Low-1,0.999664614
8897,5001,Dev_Road-All-All-1,0.471234027
8897,6310,Dev_Pervious-B-Low-All,0.528765973
8898,7400,Dev_Septics-C-All-All,0.013573826
8898,9421,Pasture-C-High-1,0.986426174
8899,7400,Dev_Septics-C-All-All,0.013573826
8899,12421,Road_Rural-C-High-1,0.986426174
8900,7400,Dev_Septics-C-All-All,0.013573826
8900,9421,Pasture-C-High-1,0.986426174
8901,6420,Dev_Pervious-C-High-All,1
8902,8422,Horticulture-C-High-2,0.027041389
8902,9421,Pasture-C-High-1,0.927889629
8902,11422,Forest-C-High-2,0.045068982
8903,8422,Horticulture-C-High-2,0.027041389
8903,9421,Pasture-C-High-1,0.927889629
8903,11422,Forest-C-High-2,0.045068982
8904,10411,Open_Space-C-Low-1,1
8905,10421,Open_Space-C-High-1,1
8906,4001,Dev_Roof-All-All-1,0.496645357
8906,6410,Dev_Pervious-C-Low-All,0.503354643
8907,7400,Dev_Septics-C-All-All,0.013573826
8907,12421,Road_Rural-C-High-1,0.986426174
8908,10421,Open_Space-C-High-1,1
8909,11411,Forest-C-Low-1,1
8910,9322,Pasture-B-High-2,1
8911,12421,Road_Rural-C-High-1,1
8912,9322,Pasture-B-High-2,1
8913,10311,Open_Space-B-Low-1,1
8914,7400,Dev_Septics-C-All-All,0.013573826
8914,9421,Pasture-C-High-1,0.986426174
8915,11421,Forest-C-High-1,1
8916,3000,Dev_Residential-All-All-All,0.120648418
8916,6410,Dev_Pervious-C-Low-All,0.879351582
8917,11311,Forest-B-Low-1,1
8918,5002,Dev_Road-All-All-2,0.84187559
8918,6410,Dev_Pervious-C-Low-All,0.15812441
8919,5001,Dev_Road-All-All-1,0.831071464
8919,6410,Dev_Pervious-C-Low-All,0.168928536
8920,8423,Horticulture-C-High-3,0.506611413
8920,11422,Forest-C-High-2,0.493388587
8921,6310,Dev_Pervious-B-Low-All,1
8922,10411,Open_Space-C-Low-1,1
8923,4001,Dev_Roof-All-All-1,0.165796018
8923,4002,Dev_Roof-All-All-2,0.165796018
8923,4003,Dev_Roof-All-All-3,0.165796018
8923,6410,Dev_Pervious-C-Low-All,0.502611947
8924,10411,Open_Space-C-Low-1,1
8925,3000,Dev_Residential-All-All-All,0.695817346
8925,6410,Dev_Pervious-C-Low-All,0.304182654
8926,8423,Horticulture-C-High-3,0.506611413
8926,11422,Forest-C-High-2,0.493388587
8927,11411,Forest-C-Low-1,1
8928,4001,Dev_Roof-All-All-1,0.147643737
8928,4002,Dev_Roof-All-All-2,0.147643737
8928,4003,Dev_Roof-All-All-3,0.147643737
8928,6410,Dev_Pervious-C-Low-All,0.557068789
8929,4001,Dev_Roof-All-All-1,0.442931211
8929,6310,Dev_Pervious-B-Low-All,0.557068789
8930,5001,Dev_Road-All-All-1,0.471234027
8930,6410,Dev_Pervious-C-Low-All,0.528765973
8931,11411,Forest-C-Low-1,1
8932,4001,Dev_Roof-All-All-1,0.487049541
8932,6310,Dev_Pervious-B-Low-All,0.512950459
8933,5003,Dev_Road-All-All-3,0.338355174
8933,6410,Dev_Pervious-C-Low-All,0.661644826
8934,11421,Forest-C-High-1,0.697404767
8934,11422,Forest-C-High-2,0.302595233
8935,3000,Dev_Residential-All-All-All,0.354243183
8935,6410,Dev_Pervious-C-Low-All,0.645756817
8936,4001,Dev_Roof-All-All-1,0.136960279
8936,4002,Dev_Roof-All-All-2,0.273920558
8936,4003,Dev_Roof-All-All-3,0.479360977
8936,6410,Dev_Pervious-C-Low-All,0.109758186
8937,9422,Pasture-C-High-2,1
8938,3000,Dev_Residential-All-All-All,0.442931211
8938,6310,Dev_Pervious-B-Low-All,0.557068789
8939,4001,Dev_Roof-All-All-1,0.311573529
8939,6410,Dev_Pervious-C-Low-All,0.688426471
8940,5003,Dev_Road-All-All-3,0.471234027
8940,6410,Dev_Pervious-C-Low-All,0.528765973
8941,5001,Dev_Road-All-All-1,0.620776039
8941,6420,Dev_Pervious-C-High-All,0.379223961
8942,10421,Open_Space-C-High-1,1
8943,10411,Open_Space-C-Low-1,1
8944,14000,Water-All-All-All,1
8945,1000,Dev_Commercial-All-All-All,0.835800445
8945,6410,Dev_Pervious-C-Low-All,0.164199555
8946,3000,Dev_Residential-All-All-All,0.311573529
8946,6410,Dev_Pervious-C-Low-All,0.688426471
8947,5003,Dev_Road-All-All-3,0.80684884
8947,6410,Dev_Pervious-C-Low-All,0.19315116
8948,11311,Forest-B-Low-1,1
8949,11421,Forest-C-High-1,1
8950,9421,Pasture-C-High-1,1
8951,4001,Dev_Roof-All-All-1,0.442931211
8951,6310,Dev_Pervious-B-Low-All,0.557068789
8952,4001,Dev_Roof-All-All-1,0.772345432
8952,6310,Dev_Pervious-B-Low-All,0.227654568
8953,10411,Open_Space-C-Low-1,1
8954,11411,Forest-C-Low-1,1
8955,11411,Forest-C-Low-1,1
8956,4001,Dev_Roof-All-All-1,0.433419619
8956,6310,Dev_Pervious-B-Low-All,0.566580381
8957,11411,Forest-C-Low-1,1
8958,4001,Dev_Roof-All-All-1,0.118081061
8958,4002,Dev_Roof-All-All-2,0.118081061
8958,4003,Dev_Roof-All-All-3,0.118081061
8958,6410,Dev_Pervious-C-Low-All,0.645756817
8959,7400,Dev_Septics-C-All-All,0.000422863
8959,9421,Pasture-C-High-1,0.999577137
8960,14000,Water-All-All-All,1
8961,5002,Dev_Road-All-All-2,0.338355174
8961,6410,Dev_Pervious-C-Low-All,0.661644826
8962,7400,Dev_Septics-C-All-All,0.000422863
8962,9421,Pasture-C-High-1,0.999577137
8963,3000,Dev_Residential-All-All-All,1
8964,9421,Pasture-C-High-1,1
8965,9421,Pasture-C-High-1,1
8966,4002,Dev_Roof-All-All-2,0.038617272
8966,4003,Dev_Roof-All-All-3,0.73372816
8966,6310,Dev_Pervious-B-Low-All,0.227654568
8967,14000,Water-All-All-All,1
8968,9421,Pasture-C-High-1,1
8969,4001,Dev_Roof-All-All-1,0.547752165
8969,6410,Dev_Pervious-C-Low-All,0.452247835
8970,10411,Open_Space-C-Low-1,1
8971,6410,Dev_Pervious-C-Low-All,1
8972,9421,Pasture-C-High-1,1
8973,14000,Water-All-All-All,1
8974,9421,Pasture-C-High-1,1
8975,4002,Dev_Roof-All-All-2,0.024311989
